asin,brand,title,,,rating,review,totalReviews,prices
B01BG1MW5C,Samsung,Samsung Galaxy Note 5 SM-N920T 32GB Black Smartphone for T-Mobile,,,3.6,"Bought this phone because it was supposedly able to work with Straighttalk or Tracfone. We put a Tracfone SIM card on board, bought a 30 buck Straighttalk minutes card, then discovered it is not compatible with Straighttalk and ther local Wally World wants at least 60 bucks for a SIM card kit that will work--supposedly. My daughter worked with it for about an hour and called every available number. No good. She is expert with today's high tech. The cheaper Tracfone card is available, and I'll ask my daughter to take another try when she has time, but she has her own job and family to take care of. As another point, the only way the manual is of any use at all is to download it as a PDF and print the regular pages. Otherwise, it's +3 readers and a 3 strength magnifying glass. No, I wouldn't recommend this to anyone, but most particularly not for other elderly people (I'm ready to turn 78).",90,
B01BHEBDVW,Motorola,Motorola Droid Maxx 2 XT1565 16 GB Verizon Phone w/ 21 MP Rear Camera - White (Renewed),,,3,"Met expectations, easy to use, gave as gift veto elderly relative. She loves it.",22,
B01BI2XQ5O,Apple,"Apple iPhone 6 16 GB Unlocked, Gold (Renewed)",,,3.3,I bought this phone for my 91 year old aunt. It seems very easy for to use. Would certainly recommend it. Purchased another brand senior phone same price that didn't last 2 weeks due to quality of phone screen,466,$110.95 
B01BLSX96G,Samsung,Samsung Galaxy Grand Prime Prepaid Smartphone Family Mobile Powered by T-Mobile,,,3.3,I received my product.,9,
B01C5OIINO,Samsung,"Samsung Galaxy S7 Edge SM-G935F 32GB (GSM Only, No CDMA) Factory Unlocked 4G/LTE Single SIM Smartphone (Black Onyx)",,,3.6,Good phone for elderly people.,32,$323.98 
B01C62I49I,Apple,"Apple iPhone 6, 64GB, Silver - GSM Unlocked (Renewed)",,,3.1,Bought for my mom! She loves it!,6,$112.95 
B01CJ3SCCI,Samsung,"Samsung Galaxy S7 Edge, 5.5"" 32GB (Verizon Wireless) - Black",,,3.6,I searched for unlocked flip phones 3D because my old T-Mobil no longer works in my house.This looks good BUT the only 3D capability is in its second minisim.I NEED SIMPLICITY - I have a husband that can barely ANSWER a flip phone let alone use this and I have NO desire to buy a mini sim.I believe this was badly described. The manual is in bad English and seems to be for a different phone.,169,
B01CJ3SCJ6,Samsung,Samsung Galaxy S7 32GB Unlocked (Verizon Wireless) - Gold,,,3.2,"Not as sensitive as our track phone, but the Jethro is easier to read .",235,
B01CJ3SCN2,Samsung,"Samsung Galaxy S7, Black 32GB (Verizon Wireless)",,,3.6,I am very unhappy with the purchase. First of all I paid to have it shipped to me and then once I received it I found out from Staight talk that after 1/1/2017 that it would no longer work with ATT which is the only cell phone carrier that is my area. I was able to send it back but I have to pay the postage. I am not happy. Ken,199,$249.99 
B01CJ3SF02,Samsung,"Samsung Galaxy GS7 Edge, Gold 32GB (Verizon Wireless)",,,3.9,"I am a computer programmer, but I have to admit that I never made the transition to smartphone, mainly because I sit in from of a computer everyday anyway. If I need access to all those smartphone apps, I just use my laptop! Besides, the screens are tiny and I am farsighted, so that means if I use a smartphone, I am going to have to carry even more items: reading glasses.But I am an adventurous type, biking, motorcycling, hang gliding, scuba, etc. and could find myself in need of assistance during one of these risky adventures. And I do live alone and might need to get help in a car breakdown or a home injury situation. So I bought one of those pre-paid cells and thought, there you go that's problem is solved. No it wasn't. I kept pocket dialing. I couldn't see the screen either. But worse thing was the battery would go dead on me every few days. Since I never used the cell phone except for emergencies, I would always always forget to charge it. So a prepaid didn't work as my emergency phone.Jethro solved the problem. It is a big screen clamshell that is about as inexpensive as a pre-paid, but soooo much more useful. Because it is a clamshell, I get no more pocket dialing. Because it is a big screen, I don't have to carry reading glasses around. I am actually using it a little for taking TODO notes and using the calculator, as well as its great FM radio and flashlight. And its battery lasts more than a week in standby mode! Honestly, I haven't used it yet for a real emergency phone call yet (but I placed several test calls - works great) , but Jethro took my pre-paid T-Mobile SIM with no problems and I was up and running in a few minutes.So if you need a cellphone you can throw in your backpack or glove box in case of emergency, this is it. Plus it is inexpensive, so if you break or lose it, then ""No Biggie"".",35,$671.46 
B01CJU9126,Samsung,Samsung Galaxy S7 G930F 32GB Factory Unlocked GSM Smartphone - International Version - Titanium Silver,,,3.9,"Fast shipping, and accurate description",303,$319.99 
B01CN1RZY2,Samsung,Samsung Galaxy Note 5 SM-N920T 64gb - Unlocked Cellphone GSM - Platinum Gold (T - Mobile),,,2.8,the phone is unable to maintain signal after 2 weeks of usage on the TMobile network. I hope it is a defected product,32,
B01COSAKMI,HUAWEI,Huawei Mate 8 NXT-L09 32GB 6-Inch 4G LTE Factory Unlocked Smartphone - International Stock No Warranty (Space Gray),,,3.9,Great phone.,19,$138.00 
B01CP4CGCI,Samsung,"Samsung Galaxy GS7 Edge, Black 32GB (Sprint)",,,3.3,"Shortly after return window closed, stopped taking a charge and will not turn on.",20,
B01CP4CGTQ,Samsung,"Samsung Galaxy S7 G930P 32GB, Black Onyx - Sprint",,,3.9,Stopped working after 2 months. Not happy with this phone.,101,
B01CR1FQMG,Apple,"Apple iPhone 6S, GSM Unlocked, 64GB - Rose Gold (Renewed)",,,3.8,Defective product. I have placed my T-Mobile SIM card in the phone but it will not read it. I do NOT recommend purchasing this phone.,1,"$179.99,$659.99"
B01CR2IA6Y,Apple,"Apple iPhone 6S, GSM Unlocked, 16GB - Space Grey (Renewed)",,,3.6,"sound quality poor, no speaker phone",595,$145.00 
B01CW3CI7A,Samsung,AT&T GoPhone Samsung Flight II A927 3G Touchscreen / QWERTY Slider Phone - Gray Prepaid Go Phone,,,2,Great phone!,1,
B01CYYYRNK,Samsung,"Samsung Galaxy S7 SM-G930A AT&T Unlocked Smartphone, (Black Onyx)",,,3.1,Excelente,370,
B01D0JV7AO,Samsung,Samsung Galaxy S6 SM-G920V 32GB Sapphire Black Smartphone for Verizon (Renewed),,,3.4,"this phone met all our expectations, my dad loved it and is enjoying it!",1,"$99.00,$179.99"
B01D0K1XUM,Samsung,Samsung Galaxy S6 SM-G920V 32GB White Smartphone for Verizon (Renewed),,,3.4,"This may be an issue of expectation mismatch. For one thing, the phone is much smaller than I expected. Some might think this is a good thing. But for many elderly and hearing aid equipped people, it would work better if the physical dimensions were larger. Secondly, the time to hold the red button for turning the phone off is too short. My 90 year old mother in law often turns the phone off when she is hanging up.That being said, the phone works fine. The buttons and numbers are large.",1,$95.00 
B01D4GDARQ,Samsung,Samsung Galaxy S7 Edge Smartphone - GSM Unlocked - 32 GB - No Warranty - Gold,,,3.2,I bought it for my elderly grandfather which is very vocal about everything we get him whether we like it or not. He likes the phone it's loud and it's simple. He doesn't need his glasses to use it. I was able to sync it with AT&T,62,
B01D52K8DI,Samsung,Samsung Galaxy S6 SM-G920A 32GB Sapphire Black Smartphone for AT&T (Renewed),,,3.6,Just what we needed for an older relative.,132,$142.14 
B01D52MTPS,Samsung,Samsung Galaxy S6 SM-G920A 32GB for AT&T (Renewed),,,2.9,It was a gift for my Grandma in South America and she loved it thanks!,18,$157.99 
B01D56C50I,Samsung,"Samsung Galaxy S7 SM-G930F 32GB Unlocked GSM 4G/LTE Smartphone - Gold (International version, No Warranty)",,,3.9,The speakers are garbage and it only tells time in military time,11,
B01DC1ZM0Q,Apple,"Apple iPhone 6S, AT&T, 64GB - Gold (Renewed)",,,2.9,"I bought this phone for my elderly parent. He has At&t, I did put the SIM card from his At&t phone in the Jethro, it worked. The only Problem he was having was dropped calls. He would receive or make a phone call and the phone would hang up on the person on the other line. I'm asking for a refund. It wasn't his carrier, it's the phone. He had 3 or 4 bars when the phone calls took place.",5,$145.00 
B01DUPOOMG,Samsung,Samsung Galaxy S6 G920P 32GB Black Boost Mobile Smartphone,,,3.7,"This is a great, simple phone which is getting to be harder and harder to find. For those who do NOT want a smartphone and just need a phone for an elderly family member or for someone who is not tech savvy, this is a great little phone. I gave it four stars, though because our carrier - AT&T - does not recognize the signature of this phone, so we wound up having to buy an AT&T friendly phone. The phone works, but when we are billed their system would automatically charge this as a smartphone - which is an extra $40 on our bill - since it did not recognize the signature :/ We will be giving it to the military to reuse.",29,
B01DYH5JC4,Samsung,Samsung Galaxy S7 - Prepaid - Carrier Locked (Boost Mobile),,,3.9,"My Granny couldn't use the phone because she wasn't able to use the locking the phone function, and without the lock the phone called people when the phone was in her pocket. If the lock was easier for her, then this phone would be great.",44,
B01DZJFWWS,Motorola,Moto G (4th Gen.) Unlocked - Black - 32GB,,,3.5,"Not good sound, not easily used by senior, end button is also turn off button...so my elderly mom keeps turning off the phone!Will have to find her another one..,would not purchase this again.The purchase and delivery were as scheduled.",1,
B01DZJFWXC,Motorola,Moto G Plus (4th Gen.) Unlocked - White - 64GB - U.S. Warranty,,,3.5,"really surprised by this phone, with fm radio and a flashlight and the SOS feature is nice as well for my mom",1,$299.99 
B01E7FK14S,Samsung,Samsung Galaxy J3 Express Prime 2 SM-J327A 4G LTE 7.0 Nougat 5" Smartphone (AT&T) - Black,,,4,Nice big numbers everywhere! Simple too!,45,"$124.99,$139.99"
B01E7JU3KG,Samsung,"Samsung Galaxy Core Prime, Charcoal Grey 8GB (Verizon ) (Renewed)",,,3.5,Ordered phone but it would not work with AT&T. Called company and told it was due to lack of towers. Found that odd since my cell is at&t,6,$54.99 
B01EVMZMZU,Apple,"Apple iPhone 6 Plus, 16GB, Silver - For AT&T / T-Mobile (Renewed)",,,3.1,"As good as you can hope for in a phone for seniors. Reminiscent of a cordless house phone -- makes it easy to use for an 84-year-old. Buttons light up bright, ringtone volume is adjustable and on max it's more than loud enough for anyone with a hearing problem; though surprisingly the call volume is not adjustable, though it is louder than the previous Verizon flip phone on max volume. I set this up with Cricket service. The phone takes a MINI SIM CARD. Not a micro as someone else has stated. I had to buy another sim card because the micro I ordered was too small. Mini sims are the original, large cards. We live in the US. I don't know people are claiming this phone doesn't work in the US. I paid 30ish for this phone, but would have paid up to 100 for it because of the design and functionality. Side note: I was concerned that my grandmother would always accidentally hit the SOS button this phone has, but it can be disabled in the settings.",57,$165.42 
B01F482BTK,Samsung,Samsung Galaxy S7 G930A 32GB Black Onyx - Unlocked GSM (Renewed),,,3.4,Good,902,$138.99 
B01F4889GE,Samsung,Samsung Galaxy S7 G930A 32GB Gold Platinum - Unlocked GSM (Renewed),,,3.4,Thank you,902,$149.99 
B01FCFZS3G,Samsung,Samsung Galaxy S7 Edge G935A 32GB AT&T - Black Onyx,,,3.5,easy to use. My mother is 78 but she can use it very well.,204,
B01FCR0GOK,Samsung,"Samsung Galaxy S6 Active G890A 32GB 16MP Camera Unlocked GSM 4G LTE Octa-Core Smartphone, Blue",,,3.3,"Word to the wise: Check with the seller for the type of service this phone does NOT work with if you are technically challenged like I am. I learned something new - ""unlocked"" is not ""unlocked"" for all mobile service carriers, like Sprint. It would have been helpful to read that in the product description before purchasing. It seems like a perfect phone for seniors. Apparently I was having a senior moment when I ordered it.",41,
B01FIW1B9S,Samsung,Samsung Galaxy S7 G930T 32GB T-Mobile - Black,,,3.8,"The SIM card from the provider would not work in this phone, so I am returning the phone.",181,
B01FJT7E0A,Sony,Sony Xperia XA F3113 16GB GSM Android v6.0 Phone - Graphite Black,,,3.2,"Purchased this phone for my parents who have difficulties with the small buttons on other phones. Thanks to the size of the buttons and the display, no more squinting! Also love that the keys are raised. Menu and layout also simple to use. The 5 programmable numbers makes it easy to just call their most frequently used numbers. Ringer volume is good. Would buy it again.",410,$149.00 
B01FJT7E3M,Sony,"Sony Xperia XA Ultra unlocked smartphone,16GB White (US Warranty)",,,3.7,"With a little bit of effort I was able to familiarize myself with this phone, and using it became intuitive. It came with a nice easy to read booklet, and before purchasing it I checked to see if it has a web, site which it does. I inserted the sim card and charged the battery which took a couple of hours. I did have several problems at first, but this was my first cell phone so I didn't have much experience. I mistakenly set the language to Portuguese so I couldn't figure out what to do. Luckily there were several online tutorials at the web site and I restored the phone to the factory setting. Once in English I was able to figure the phone out more easily. One thing I figured out was to use military time as in 2pm equal 1400 when setting the time as there was no am or pm setting. All in all I am happy with the phone. Being hearing impaired I am able to hear the basic ring which is loud. When I put it in my pocket I face the keypad to my leg as the speaker comes out the back and it's even louder. Same thing when I set it on the table I put it face down and the ring is loud and clear. I questioned about using a lanyard and e-mailed the Jethro company. They got right back to me and confirmed that a small hole on the upper left side could accommodate a lanyard by removing the back, feeding the lanyard through the hole and looping it around before replacing the back. The customer service was nice and answered my question in an easy to understand manner. The phone will lock in my pocket so it wont random dial. All I need to do is press the * asterisks until the screen says the phone is unlocked, then I can dial out. The phone always accepts a call without turning it on. This is exactly the simple phone I was looking for. I returned several that did not work. I went with this model so I can use it with Consumer Cellular which is less expensive. For $14.25 (with my AARP discount) I get 4 hours of talk per month.",433,
B01FJT7MZC,Sony,Sony Xperia X Performance F8131 32GB Unlocked GSM LTE Android Phone w/ 23MP Camera - Black,,,4.1,"Great simple to use phone for my mother. Big buttons, easy to see and use. She has the use of only one arm so the charge cradle is a great benefit. Easy setup, good clarity, gets good signal.",112,
B01FJT7N4W,Sony,Sony Xperia X F5121 32GB GSM 23MP Camera Phone - Graphite Black,,,3.8,"I bought it for my mom who is in her late 70s after her other highest rated ""senior"" phone stopped working. I hated that other phone as it was very confusing for me to operate the menu functions. So I took a chance on this one despite some of the complaints I read about in the reviews.Some of those problems have been addressed and corrected. It is no longer difficult to lock or unlock the keys. You press the lower left button down for a couple of seconds and the word locked comes up, I assume, since that's what it says in Spanish. I set my mom's phone to Spanish. There is a second way of doing it with a directional key, but we didn't need to try it since my mom got it right away. And she is definitely not good with technology.Another complaint was about the clock being set to military, or 24 hr time. Well, you can now choose to set it to 12 hr.The phone was easy to set, which was a relief for me, compared to her previous phone. Let's face it, it's the non seniors who will probably have to set it up. Sometimes in an effort to simplify phones, they take away buttons which makes them harder to navigate.The phone is very light weight. The ringer is loud enough. I like the cradle, which is easier for a senior. You can't beat the price. It worked well with the SIM card.On the negative side, I will agree with one complaint, it's not loud enough. I turned the volume all the way up and was afraid mom would not be able to hear the caller. She agreed to give it a chance, but we may have to exchange it since her hearing is not great. The back cover is thin plastic and I was afraid to break it when I removed it. I wish it had an alarm.When it comes to ""senior"" phones, it's slim pickings. This one is half the price of the old one and comes close to meeting all the requirements. Since most seniors are hard of hearing, they really need to make it louder.",193,$199.99 
B01G7JCECE,Nokia,"Microsoft Nokia Lumia 435 8GB Unlocked GSM Windows 8.1 Touchscreen Smartphone Black (International version, No Warranty)",,,3.2,Returning product. The volume is absolutely abysmal. Even at maximum it is just audible to me. Bought this for my elderly mother: no way will she be able to hear anything ! For a phone marketed for the elderly this is a disgrace.,80,$69.49 
B01GP2XIJQ,Samsung,Samsung Galaxy Amp 2 - Cricket,,,3.6,simple to use. Does not seem to get tiem updates from AT&T,10,
B01GQWT4SE,Samsung,Samsung Express 3 J120a 4G LTE Unlocked GSM (White),,,3.5,Phone number comes with DAILY SPAM Calls. Really annoying .. The phone is good.,240,$94.99 
B01GXAT0CE,Apple,"Apple iPhone SE, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)",,,3.9,"Perfect, great, inexpensive phone for a senior. Bright, large, backlit numbers, clear controls, large number buttons, light weight, flash light, GSM.For what I paid, about $30, I almost wanted one for myself! Breath of fresh air after smart phones.Good battery life, I really lucked out choosing this and I might buy another one as a backup as my father tends to misplace things.I used it with GIV Mobile - unlimited talk/text and 200mb data for $20/month no contract.",742,$114.99 
B01GXAZFR8,Apple,"Apple iPhone SE, 64GB, Space Gray - For AT&T / T-Mobile (Renewed)",,,3.6,"Good phone for my mom, big numbers, however settings are somewhat confusing.",300,"$147.72,$249.99"
B01H3V07EW,OnePlus,"OnePlus 3 A3000 64GB Graphite, 5.5"", Dual Sim, GSM Factory Unlocked U.S.A Version",,,3.9,Locks accidentally when used. Screen is too small to read text message. NOT easy to use for an elderly person.,166,
B01H93TCCM,Samsung,Samsung Galaxy S7 Active SM-G891A 32GB Sandy Gold No-Contract AT&T,,,3.5,"Bought this for my elderly mother. It is pretty nice. It is fairly easy to use. Most importantly, it has large buttons and a fairly large display. It was also easy to add to my AT&T account.A couple of negatives. The SOS button is a nice feature, but is fairly easy to set off. So be prepared for false alarms. Another issue, the phone only displays the time in a 24 hours system. For example, 2:00pm is 14:00. This is extremely confusing for my mother. I bought this phone last Nov. I called Jethro sometime in Dec regarding this and was advised there was a firmware update coming out late Dec / early Jan. I waited until Feb & emailed. Told an update to fix this is time display issue was expected in March and to continue checking back with their support section of their website. I've called & emailed several times regarding this issue and I am told the same thing everytime; a fireware update is coming. It has now been 6 months. Just be advised, the phone only displays time in a 24 hour system.",37,$259.98 
B01HFD0XJM,Samsung,"Samsung Galaxy S7 Edge unlocked smartphone, 32 GB Silver (US Warranty - Model SM-G935UZSAXAA)",,,3.8,"I bought this phone for my grandma, it doesn't make or receive calls. I tried a manual selection of the network, and also a factory reset, and nothing happened, she has at&t.",292,$355.99 
B01HQTL47A,Samsung,"Samsung G920A Galaxy S6 32GB, Black Saphire (Renewed)",,,1,It's a good phone for emergencies and the numbers are nice and big. Easy to use. Thank You so much,2,$135.98 
B01HU2C224,Samsung,"Samsung Galaxy S7 G930V 32GB, Verizon, Gold Platinum, Unlocked Smartphones (Renewed)",,,3.6,but did not work with Iwirless,92,$139.89 
B01HW6GRL0,Samsung,"Samsung Galaxy S7 Active G891A 32GB Unlocked GSM Shatter,Dust and Water Resistant Smartphone w/ 12MP Camera - Camo Green",,,4,Does not have Cyrillic! That was a surprize,49,$279.00 
B01I0HP1Z8,Samsung,Samsung Galaxy S6 G920T Unlocked GSM 4G LTE Smartphone w/ 16MP Camera - White Pearl,,,3,We bought the phone for my 92 year old mother who is hearing impaired. She could not hear well on it at all.,52,
B01INN9D0I,Samsung,Samsung Galaxy S6 SM-G920V 64GB Sapphire Black Smartphone For Verizon (Renewed),,,3.1,As arrival of this phone and I couldn't charge it its so frustrating,41,$140.55 
B01INRGCV2,Samsung,Samsung Galaxy Note5 N920V 32GB Verizon CDMA No-Contract Smartphone - Black Sapphire (Renewed),,,3.2,"Looks good, as advertised, instructions not easy to follow. Keys are quite large and fairly easy to see.",270,$161.99 
B01INV912A,Motorola,Motorola G4 16GB Smartphone,,,3,My Dad loves it - works great with no confusing bells and whistles,1,
B01IVV7W8M,HUAWEI,Huawei Honor 8 Unlocked Smartphone 32 GB Dual Camera - US Warranty (Sapphire Blue),,,4.2,Very bad same week i bought could not turn on / offNot worth the hassle don't buy it,1,
B01J63O3KY,Samsung,Samsung GS6 5.1" Certified Pre-Owned Carrier Locked Phone - 32GB - White (Verizon),,,2.9,Both of my grandmas love it!!! It could have a bigger screen and more ringtones,2,$219.53 
B01J63ODA4,Samsung,"Samsung Galaxy S6 (Verizon) Certified Pre-Owned Prepaid Carrier Locked, White",,,2.5,It's just what we were looking for,3,$114.40 
B01J6MS6Z8,Samsung,Samsung Galaxy S7 SM-G930F 32GB Factory Unlocked GSM 4G LTE Single Sim Smartphone (Black),,,4.2,"Mom doesn't like any kind of change, so it has taken some time and effort to get her to embrace this versus her old flip phone.",29,$319.99 
B01J8C50TQ,Samsung,Samsung Galaxy Sol 4G LTE Unlocked 8GB Memory Cell Phone 5" Quad Core SM-J321AZ,,,3.4,"Pros:* The cradle is nice* Lack of camera* Cheaper than snapfonCons:* The reception is terrible. We have t-mobile and all our phones work inside the house except this one. Apparently it's only 2g which is being phased out. So expect reception to get worse over time.* The time/date was not set automatically. Seriously? What year is this?* Unlike every other phone, the buttons directly under the screen are not actually the navigation buttons, they are M1 and M2 which are speed dials. Probably not a problem if this is someone's first phone, but it drove me nuts.* no FCC id! This phone might be illegal to use in the US.* Poor manufacturing quality - the battery is hard to insert and remove because the battery is slightly too big for the part where it's supposed to fit* The voice mail number has to be programmed. Similar to the time/date, every other phone I've ever had picked this setting up from the network automatically.* As other reviews have mentioned, the hangup button, if pressed for longer than about 1 second, the phone powers off. Easy to accidentally do.",11,$123.99 
B01JAWXOO2,Apple,"Apple iPhone 6S Plus, 16GB, Gold - For AT&T / T-Mobile (Renewed)",,,3.8,Stopped working after a month of use.,2,$185.49 
B01K5QLD5E,Samsung,Samsung Galaxy S6 G920A 64GB Unlocked GSM 4G LTE Octa-Core Android Smartphone w/ 16MP Camera - Gold,,,2.6,The placement of the M1 and M2 buttons in particular made this too confusing for my elderly father to use. He tried numerous times to get the phone to turn on to make a simple call and could not get it to work. Now it now longer charges or comes on and he has only had it 6 weeks. Fortunately it didn't cost much but what a waste of money.,12,
B01K5RGPIS,Samsung,Samsung Galaxy S6 G920A 64GB Unlocked GSM 4G LTE Octa-Core Android Smartphone with 16MP Camera - Black Sapphire,,,3,I bought this phone as a simple option for my 84 year old father. I like the big buttons and the charging cradle. The phone feels cheap. I was afraid I'd break the plastic pieces pulling off the cover to get to the battery and SIM card. We I nstalled 3 different SIM cards from Cricket Wireless (AT&T network) at their store and could not get it connected. Don't know for sure if it's something broken on the phone or just an incompatibility. Other reviewers saying they have connected on AT&T leads me to think something is wrong with the phone. This phone is going back. I'm going to try another brand.,60,$249.99 
B01KS3IAUK,Samsung,Samsung Galaxy S7 Edge SM-G935 Unlocked (Latest Model) - 32GB - Silver Titanium,,,3.8,"I just not giving 5 stars because I don't know the durability. Everything else are just perfect. I does what it says. Call quality is good. SOS, Speed dial & direct dial works great. Quality of the phone is good. The docking station have some issue but no issue with direct charging, I still rate 4 stars because everything else are just perfect.",9,
B01L1BOQT2,Apple,"Apple iPhone SE, 64GB, Rose Gold - For AT&T / T-Mobile (Renewed)",,,3.8,Real nice and simple phone for grandma,432,$135.55 
B01L1BOQTW,Apple,"Apple iPhone SE, 64GB, Gold - For AT&T / T-Mobile (Renewed)",,,3.8,"This is basic, but has all the features necessary for seniors.",193,"$128.00,$329.99"
B01L9D7J00,Samsung,Samsung Convoy 4 B690 Rugged Water-Resistant Verizon Flip Phone w/ 5MP Camera - Blue,,,3.4,returned would not read sim card.,92,
B01LACBLEK,Sony,Sony Xperia X Compact - Unlocked Smartphone - 32GB - Mist Blue (US Warranty),,,3.8,"Great phone for elderly or those not familiar w/ cell phones. Numbers are large,...easier to see.",283,$249.99 
B01LEL8ABY,Motorola,"Moto Z GSM Unlocked Smartphone, 5.5"" Quad HD screen, 64GB storage, 5.2mm thin - Black",,,2.9,not working,296,$149.00 
B01LWICBLN,Apple,"Apple iPhone 6S Plus, GSM Unlocked, 32GB - Space Gray (Renewed)",,,3.2,"My 79 year old mother, who is partially blind, can easily read the numbers on this phone and that is a great thing! However, this phone only supports 2G and therefore does not work with our AT&T Microcell in our house. Since we have limited cell coverage in our house without the Microcell, this phone does not receive a cell signal a majority of the time.",29,$229.99 
B01LWMIYAQ,Sony,Sony Xperia X Compact F5321 32GB 4.6 Inch 23MP 4G LTE FACTORY UNLOCKED - International Stock No Warranty (MIST BLUE),,,4.6,Loving it,4,$179.99 
B01LYMY88F,Samsung,Samsung Galaxy S6 Edge Plus SM-G928V 32GB Gold Smartphone for Verizon (Renewed),,,3.9,I love this simple handset and the limited number of features I can find on it to get myself into trouble.,13,$169.95 
B01LYRCMAB,Samsung,Samsung Galaxy C7 C7000 32GB 5.7" GSM Unlocked Cellphone (Pink) - International Version No Warranty,,,3.7,"This phone is very difficult to unlock. To unlock the phone, you need to press the unlock key 3 times. The first press wakes up the phone, the second press results in a message which says to press the unlock key to unlock. The third press unlocks the phone. There isn't any easier method for unlocking the keyboard without disabling the lock altogether.If you are buying this phone for someone elderly with technology ""issues"" (as we did), they may have a lot of difficulty using this phone. If the three unlock presses aren't done quick enough, the unlock sequence has to be started again. If the unlock key is pressed 4 times, the phone will be locked again instead of being unlocked. All of this is very difficult to explain to someone with dexterity and technology issues.I have never heard of a phone that is this difficult to unlock. It's hard to believe that there isn't an easier method to unlock the phone. However, I have called customer support and they confirmed that the phone does take 3 unlock presses to unlock the phone. The only alternative is to disable the lock feature.On the plus side, the SOS key does work very well and doesn't require one to unlock the keys. The SOS key can be programmed to send text messages and call 911.Another thing to note is that the title for this phone indicates that there is an extra 20% off today. However, they raised the price by about 10% yesterday to $39.99. So, you aren't saving 20%. I hate when companies raise a price just so they can tell you that you are going to save ""more"". I paid the $29.99 ""black friday"" price which was lower than the normal price.",36,$269.99 
B01LZ2SO4L,Google,Google Pixel Phone 128 GB - 5 inch Display (Factory Unlocked US Version) (Quite Black),,,3.4,"I wish the ring was louder, but can still be heard ok. I am hard of hearing so like everything louder. It is easy to work, and like that not a lot of buttons that can be pushed accidentally. I might buy for a friend. Am wondering if it is compatible with Verizon.Only one problem with setting up. Book says go to settings, but doesn't tell you how to get to settings. If you go to the left 3 utton key and push, it will say phone book. Just keep pushing down arrow and will lead you to settings. Can unlock the phone and set rings.",392,$227.99 
B01M01YX15,Google,"Google Pixel Phone - 5 inch display (Factory Unlocked US Version) (32GB, Quite Black)",,,3.5,"It worked alright, until i qccidetly pushed the silent button (wich was not explained in miserable chinglish user guide.Then it completely stopped my incoming calls,and icound not reset it.",284,$217.99 
B01M1CTCO0,Google,Google Pixel XL Phone 128GB - 5.5 inch Display (Factory Unlocked US Version) (Very Silver),,,4,After reviewing my grandmothers bills I realized she was paying $115 a month for a jitterbug phone with unlimited talk (used 700 minutes a month) & text (never sent one). I bought this phone had AT&T add a no contract line to my plan for $20 a month and gave her this. Works great for her.,135,
B01M1HY1E3,Sony,Sony Xperia XZ F8331 32GB Unlocked GSM 4G LTE Phone w/ 23MP Camera - Mineral Black,,,3.7,"Word to the wise: Check with the seller for the type of service this phone does NOT work with if you are technically challenged like I am. I learned something new - ""unlocked"" is not ""unlocked"" for all mobile service carriers, like Sprint. It would have been helpful to read that in the product description before purchasing. It seems like a perfect phone for seniors. Apparently I was having a senior moment when I ordered it.",245,
B01M4HGVJ7,Samsung,Samsung Galaxy S7 32GB G930T - T-Mobile Locked - Black Onyx (Renewed),,,3.8,"The SIM card from the provider would not work in this phone, so I am returning the phone.",413,$145.99 
B01M7O431L,Samsung,"Samsung S7 EDGE G935V 32GB, Verizon/GSM Unlocked, Silver Titanium (Renewed)",,,3.7,"Purchased this phone for my parents who have difficulties with the small buttons on other phones. Thanks to the size of the buttons and the display, no more squinting! Also love that the keys are raised. Menu and layout also simple to use. The 5 programmable numbers makes it easy to just call their most frequently used numbers. Ringer volume is good. Would buy it again.",550,$208.95 
B01M9INZ1I,Samsung,Samsung GS6 Edge 5.1" Certified Pre-Owned Prepaid Carrier Locked - 32 GB - Black (Verizon),,,3,Great phone!,3,$88.95 
B01MDMJGYT,Motorola,Motorola MOTO Z PLAY (XT1635) Factory Unlocked Phone - 5.5" Screen - 32GB - Black (International Version - No Warranty),,,4.1,Excelente,150,$189.00 
B01MFDM6QE,Motorola,Motorola Moto G4 Play (4th Generation) 16GB Unlocked Smartphone for GSM Carriers Worldwide - Black,,,3.5,"this phone met all our expectations, my dad loved it and is enjoying it!",122,$149.00 
B01MQWFFM3,Apple,"APPLE iPhone 6S UNLOCKED - 16GB, Gold (Renewed)",,,3,"This may be an issue of expectation mismatch. For one thing, the phone is much smaller than I expected. Some might think this is a good thing. But for many elderly and hearing aid equipped people, it would work better if the physical dimensions were larger. Secondly, the time to hold the red button for turning the phone off is too short. My 90 year old mother in law often turns the phone off when she is hanging up.That being said, the phone works fine. The buttons and numbers are large.",4,$129.99 
B01MR0IA4O,Apple,"Apple iPhone 6S, 64GB, Rose Gold - For AT&T (Renewed)",,,3.6,I bought it for my elderly grandfather which is very vocal about everything we get him whether we like it or not. He likes the phone it's loud and it's simple. He doesn't need his glasses to use it. I was able to sync it with AT&T,5,$149.99 
B01MRH0YND,Apple,"Apple iPhone 6, AT&T, 16GB - Space Gray (Renewed)",,,3.1,Just what we needed for an older relative.,867,
B01MSEPCPU,Apple,"Apple iPhone 7, 128GB, Rose Gold - For AT&T / T-Mobile (Renewed)",,,3.3,It was a gift for my Grandma in South America and she loved it thanks!,270,$240.00 
